disasterNumber,lockedInCeilingAmount,mitigationDollarsAvailable,obligatedTotalAmount,pendingProjectsQuantity
1755,825863.0,654829.0,211419.0,0.0
5525,0.0,0.0,0.0,
1527,3125321.0,2787008.0,1153207.0,0.0
1413,756962.0,192987.0,771719.0,0.0
880,426194.0,0.0,455147.0,0.0
4326,753472.0,440463.64,463702.36,0.0
1777,2358549.0,1293351.0,1175154.0,0.0
1532,146831.0,59850.0,122040.0,0.0
857,750805.0,0.0,796538.0,0.0
4110,7748110.0,4577679.05,3549313.95,0.0
1193,15750037.0,2388475.0,13665102.0,0.0
924,752689.0,74339.0,718484.0,0.0
1447,1196244.0,490593.0,1027046.0,0.0
1541,1699817.0,574904.0,1559063.0,0.0
5249,0.0,0.0,0.0,
5526,0.0,0.0,0.0,
961,4114656.0,438326.0,3861727.0,0.0
4379,5332101.0,4778539.24,1619981.76,0.0
1398,1539626.0,1163209.0,804721.0,0.0
1147,746081.0,89045.0,688807.0,0.0
1436,2415667.0,1403750.0,1685487.0,0.0
4433,134332.0,29393.2,146376.8,0.0
4522,3938919.0,1224064.01,3371341.99,0.0
4759,2433727.0,2376729.53,543742.47,5.0
1983,3763698.0,2503762.0,1443981.0,0.0
5474,4593870.0,5390149.54,122494.46,1.0
4404,80586841.0,76370395.08,17647583.92,3.0
4223,33755553.0,9228411.56,26177788.44,0.0
4314,2295632.0,2007530.17,400357.83,0.0
4117,9327865.0,590937.07,9193060.93,0.0
1794,6056902.0,3458272.0,2894813.0,0.0
1753,277648.0,174852.0,116373.0,0.0
1764,848117.0,593933.0,295657.0,0.0
1459,1662333.0,1316198.0,815503.0,0.0
4289,5648449.0,2066545.55,3738576.45,0.0
4775,4114553.0,4937464.0,0.0,5.0
4511,2611284.0,2829255.34,217242.66,0.0
4205,454660.0,461598.0,15295.0,0.0
4681,109978.0,131974.0,0.0,
1377,105770.0,22900.0,113141.0,0.0
1424,207981.0,43196.0,218396.0,0.0
965,256050.0,0.0,275195.0,0.0
5599,0.0,0.0,0.0,
4469,3546194.0,225433.26,4029999.74,0.0
4588,6186900.0,2276085.52,4941964.48,0.0
4129,8627593.0,7704324.24,1345157.76,0.0
4831,33762288.0,40514745.0,0.0,
928,690894.0,119666.0,612739.0,0.0
5448,1048736.0,1144472.4,114009.6,0.0
1346,33020508.0,16710547.0,25581719.0,0.0
4086,310472445.0,38969796.32,286684751.68,0.0
4574,5686847.0,1413795.83,5220859.17,0.0
5248,0.0,0.0,0.0,
1611,80756.0,32256.0,68814.0,0.0
1430,121998.0,45907.0,105972.0,0.0
1939,349425.0,184202.0,182310.0,0.0
1154,3652627.0,0.0,3785829.0,0.0
1360,3551067.0,1818862.0,2730274.0,0.0
1102,2866735.0,0.0,2990708.0,0.0
1594,271547.0,166357.0,181466.0,0.0
1949,374441.0,236378.0,156373.0,0.0
1265,1599158.0,715095.0,1319820.0,0.0
1365,575983.0,313087.0,417677.0,0.0
1550,1753472.0,676519.0,1565093.0,0.0
5452,0.0,0.0,0.0,
4232,226896.0,96334.3,141656.7,0.0
1807,1206563.0,440614.0,824950.0,0.0
1916,2028077.0,818960.63,1308289.37,0.0
4175,13949221.0,11992495.0,2638843.0,0.0
4703,0.0,0.0,0.0,
885,0.0,0.0,0.0,0.0
4351,2019976.0,1826863.06,597107.94,0.0
1234,743291.0,400755.0,379484.0,0.0
1443,2868022.0,1991610.0,1685619.0,0.0
1906,2772910.0,1033927.0,1874578.0,0.0
1837,408559.0,233441.0,195097.0,0.0
1972,7472939.0,5028923.0,2809443.0,0.0
4081,8955033.0,2612640.0,6780294.0,0.0
1350,284005.0,60369.0,300092.0,0.0
4074,227876.0,8256.0,230763.0,0.0
4487,53132489.0,54881259.98,7106644.02,25.0
4523,13584381.0,13047589.41,2800855.59,2.0
4340,1225670696.0,1239724993.15,169796306.85,8.0
1340,290766.0,58148.0,311009.0,0.0
1002,0.0,0.0,0.0,
4271,257148.0,102176.19,167546.81,0.0
4172,287346.0,109118.74,192278.26,0.0
4198,232334.0,132980.81,110714.19,0.0
1922,5183679.0,1473340.11,3963820.89,0.0
4353,56578663.0,28752477.36,39141918.64,4.0
5162,425008.0,248225.86,197565.14,0.0
4707,404465.0,485358.0,0.0,1.0
1448,11493470.0,8237934.0,6401348.0,0.0
1312,3937500.0,1580323.0,3453353.0,0.0
1292,79827003.0,34921319.0,67665966.0,0.0
1018,2922885.0,813187.0,2200699.0,0.0
1871,2189113.0,549334.0,1746827.0,0.0
4809,488266.0,585919.0,0.0,
1457,983372.0,1044609.0,203068.0,0.0
4492,32532794.0,32038049.11,5916876.89,5.0
4364,140717.0,142397.95,26462.05,0.0
4368,4367691.0,3270484.5,1970744.5,0.0
4153,1000452.0,621164.52,428209.48,0.0
4167,7675186.0,4359700.9,3690802.1,0.0
1942,755256.0,561577.0,230611.0,0.0
1385,137349.0,34867.0,136965.0,0.0
1767,524596.0,57158.0,493091.0,0.0
4264,11046531.0,3154765.31,8431940.69,0.0
1969,4773633.0,973711.09,4033352.91,0.0
4146,1468627.0,791527.75,748915.25,0.0
1490,9175882.0,6989373.0,4706946.0,0.0
5545,6426155.0,7711386.0,0.0,
4103,737920.0,387920.0,386084.0,0.0
5278,1817728.0,311682.5,1869591.5,3.0
1012,1234792.0,116434.0,1175714.0,0.0
5590,0.0,0.0,0.0,
1608,1082577.0,1042417.0,341998.0,0.0
1801,955199.0,535239.0,466669.0,0.0
1685,178320.0,229355.0,0.0,
1671,7129755.0,4811988.0,4299208.0,0.0
902,96325.0,24.0,105114.0,0.0
5276,0.0,0.0,0.0,
1353,98251.0,20433.0,104509.0,0.0
4540,13711323.0,2935384.87,13061159.13,0.0
4711,4147541.0,4830882.4,146166.6,2.0
4481,94520824.0,82981605.55,27292689.45,13.0
5324,2361305.0,320542.4,2513023.6,0.0
1645,522260.0,288852.0,373069.0,0.0
1616,138804.0,62117.0,111586.0,0.0
5317,1889044.0,229414.63,2037437.37,0.0
1725,103109.0,126703.0,3954.0,0.0
1726,1284136.0,387808.0,1248152.0,0.0
849,0.0,0.0,0.0,
956,1755246.0,41615.0,1803168.0,0.0
1621,150140.0,86640.0,104508.0,0.0
5194,3400064.0,495205.11,3071122.89,0.0
1945,437656.0,444111.0,14946.0,0.0
1902,566870.0,571119.0,23471.0,0.0
1706,893758.0,318271.0,831281.0,0.0
1714,348078.0,420647.0,27051.0,0.0
1924,15052604.0,14554259.0,1234417.0,0.0
1394,211386.0,135299.0,136586.0,0.0
4104,238682.0,52188.7,198165.3,0.0
5508,0.0,0.0,0.0,
1224,1708343.0,39186.0,1749108.0,0.0
1517,1108522.0,370908.0,1054873.0,0.0
1139,372812.0,0.0,390800.0,0.0
4723,15479843.0,18012080.75,563731.25,7.0
4325,2224879.0,567471.75,1766204.25,0.0
1674,22333065.0,11316094.0,17408694.0,0.0
1721,150575.0,193670.0,0.0,0.0
1739,465975.0,455697.0,33064.0,0.0
1765,78413.0,82247.0,0.0,0.0
1770,4931610.0,2307732.0,2865034.0,0.0
1779,2105100.0,926392.0,1281647.0,0.0
4217,3437491.0,1056902.65,2548681.35,0.0
5294,472261.0,566713.0,0.0,
1892,942863.0,94449.0,894520.0,0.0
4139,1056081.0,786618.64,321104.36,0.0
4245,8124103.0,892570.42,7628801.58,0.0
1879,2030738.0,1137812.0,992229.0,0.0
1431,147350.0,31636.0,157886.0,0.0
5501,0.0,0.0,0.0,
5086,331166.0,202649.44,144710.56,0.0
1483,72472.0,14632.0,78581.0,0.0
921,204945.0,0.0,219426.0,0.0
4284,18582301.0,4526184.75,14964791.25,0.0
879,108044.0,0.0,116774.0,0.0
4573,11908169.0,12692202.5,1200661.5,13.0
4581,6784885.0,6757670.78,1158028.22,0.0
4323,734063.0,206369.66,563589.34,0.0
4154,925434.0,429793.0,540895.0,0.0
4128,1462235.0,573469.0,960269.0,0.0
4190,323162.0,70103.0,268862.0,0.0
5095,331166.0,56432.58,290927.42,0.0
4017,11127518.0,2002872.0,9668782.0,0.0
1713,376376.0,133529.0,345661.0,0.0
1901,3920760.0,1275543.0,2836942.0,0.0
1986,741547.0,289869.0,487940.0,0.0
1230,5827390.0,166719.0,5848542.0,0.0
4336,4228662.0,881815.84,4175664.16,0.0
4118,1004970.0,319303.0,734810.0,0.0
1373,417874.0,122249.0,415221.0,0.0
1480,242461.0,66326.0,245527.0,0.0
4013,17633066.0,3518672.39,14976650.61,0.0
4777,794389.0,829966.01,123299.99,1.0
4014,528965.0,134083.0,420748.0,0.0
1627,373808.0,104619.0,376173.0,0.0
4375,1057540.0,1039941.11,229105.89,0.0
4387,399472.0,442879.71,36485.29,0.0
1878,1100036.0,1099053.0,54775.0,0.0
1286,692177.0,268709.0,621569.0,0.0
4156,394262.0,43227.0,370314.0,0.0
4179,1501307.0,255609.19,1319111.81,0.0
4183,2092896.0,751153.0,1444086.0,0.0
4185,804198.0,630123.0,213400.0,0.0
1853,740745.0,366502.0,410465.0,0.0
1864,742150.0,206254.0,572187.0,0.0
1895,13280510.0,3021507.65,10908419.35,0.0
4329,1174453.0,1180835.68,51048.32,0.0
1787,567995.0,40732.0,555038.0,0.0
4049,507411.0,348232.0,183991.0,0.0
4065,486560.0,191148.0,319205.0,0.0
4095,318754.0,175576.0,158765.0,0.0
4105,914545.0,3979.28,955286.72,0.0
1812,2352978.0,235222.0,2232817.0,0.0
1695,3764858.0,1219398.0,3622962.0,0.0
4355,1347520.0,1169675.08,447348.92,0.0
5462,0.0,0.0,0.0,3.0
4370,470096.0,562235.0,0.0,0.0
1913,425111.0,43011.0,402888.0,0.0
4006,187216.0,47823.81,148547.19,0.0
1489,61693.0,19521.0,59829.0,0.0
4209,717897.0,9495.4,743506.6,0.0
1799,319366.0,15021.0,319962.0,0.0
891,250833.0,29801.0,236490.0,0.0
1281,724512.0,213178.0,704930.0,0.0
4202,556401.0,13038.96,570570.04,0.0
1109,0.0,0.0,0.0,
4547,9036920.0,3093589.25,7449483.75,0.0
4322,4326702.0,4027118.85,511159.15,0.0
1534,938221.0,486880.0,711134.0,0.0
1782,227227.0,31473.0,206865.0,0.0
1604,364447276.0,129395034.18,334719377.82,0.0
5544,0.0,0.0,0.0,
4557,44233880.0,5927047.6,45679144.4,2.0
5500,11821332.0,14036560.96,149036.04,14.0
1643,1666844.0,481012.0,1662883.0,0.0
899,1583836.0,0.0,1663964.0,0.0
1610,920937.0,226299.0,958210.0,0.0
1165,2018361.0,65271.0,2036225.0,0.0
4577,20465391.0,15985481.32,7890807.68,13.0
4376,2574634.0,2509661.0,569600.0,0.0
5595,0.0,0.0,0.0,
4613,482315.0,60526.96,502174.04,0.0
5554,0.0,0.0,0.0,
4655,9536778.0,8395394.95,3048739.05,24.0
1629,660066.0,158381.0,640210.0,0.0
1540,726541.0,356223.0,533754.0,0.0
1217,697209.0,79905.0,652727.0,0.0
1583,533519.0,275901.0,410149.0,0.0
1738,475538.0,398066.0,100726.0,0.0
4544,619512.0,15697.45,727715.55,0.0
962,161915.0,0.0,173780.0,0.0
953,0.0,0.0,0.0,
5434,2359656.0,1403440.7,1428146.3,2.0
1589,3449558.0,2438609.0,1930842.0,0.0
1710,1883731.0,546240.0,1857348.0,0.0
1467,2901636.0,1291392.0,2421439.0,0.0
1125,937133.0,0.0,984405.0,0.0
893,295696.0,224927.0,92445.0,0.0
1055,1260900.0,396533.0,910486.0,0.0
4587,909834.0,89788.88,971683.12,0.0
1117,375242.0,0.0,395934.0,0.0
1296,7506030.0,5173316.0,4413443.0,0.0
4000,642837.0,606237.0,68035.0,0.0
1404,731250.0,590140.0,338652.0,0.0
1486,1755157.0,787475.0,1453627.0,0.0
1724,1262051.0,1379458.0,243792.0,0.0
1993,5264029.0,828434.0,4693006.0,0.0
5329,0.0,0.0,0.0,
1650,16463710.0,10531730.0,10584690.0,0.0
1665,16514231.0,13840994.0,7291700.0,0.0
1670,3959070.0,5010147.0,0.0,0.0
5331,0.0,0.0,0.0,
1507,875265.0,326097.0,774857.0,0.0
5592,0.0,0.0,0.0,
5333,0.0,0.0,0.0,
846,379274.0,261774.0,126664.0,1.0
1339,1132279.0,548609.0,896815.0,0.0
1519,2305560.0,765455.0,2164906.0,0.0
1478,145762.0,149937.0,32689.0,0.0
4098,3704581.0,122188.14,3763546.86,0.0
821,545000.0,2957.0,579052.0,0.0
834,326355.0,55899.0,293338.0,0.0
1321,297310.0,61836.0,316618.0,0.0
4661,175057.0,141027.23,69039.77,0.0
5548,0.0,0.0,0.0,
1656,3411736.0,1528697.0,2797299.0,0.0
5384,778778.0,49198.93,885335.07,0.0
4423,315711.0,338020.0,40833.0,1.0
1269,1065158.0,332976.0,1037030.0,0.0
1444,139068.0,17006.0,140456.0,0.0
4660,12931315.0,13916393.26,1601184.74,2.0
1651,1798019.0,582601.0,1685290.0,0.0
1720,6630799.0,3872129.0,4523515.0,0.0
4539,12264987.0,7795272.44,6513878.56,0.0
5336,0.0,0.0,0.0,
1452,724714.0,192578.0,732504.0,0.0
1803,1076064.0,403313.61,725370.39,0.0
1465,803715.0,210214.0,793525.0,0.0
1355,25933284.0,9253663.0,23968328.0,0.0
1401,20563266.0,6924318.0,19414568.0,0.0
1335,3719210.0,1966096.0,2766765.0,0.0
5339,0.0,0.0,0.0,
5338,0.0,0.0,0.0,
1415,610281.0,199374.0,573827.0,0.0
5350,0.0,0.0,0.0,
1207,2743543.0,251135.0,2573410.0,0.0
4280,12565914.0,2072084.28,11108302.72,0.0
4425,1304439.0,1359119.0,206208.0,1.0
1869,4816052.0,4742344.0,309213.0,0.0
1692,12521914.0,14378219.0,1680577.0,0.0
1391,306951123.0,129573284.0,264635280.0,0.0
1899,14802375.0,950434.0,14575777.0,0.0
1943,2715957.0,1873959.0,974818.0,0.0
1857,5895761.0,5176806.0,1007258.0,0.0
1565,851057.0,375746.0,700048.0,0.0
5591,0.0,0.0,0.0,
4583,1529701.0,80960.87,1703690.13,0.0
5348,0.0,0.0,0.0,
4677,3627392.0,2515134.18,1837735.82,11.0
1564,964410.0,398191.0,825556.0,0.0
4461,11558332.0,8243836.62,5626161.38,14.0
4535,1422979.0,677642.72,982499.28,0.0
1827,2351719.0,795482.0,1671236.0,0.0
5361,0.0,0.0,0.0,
4489,64354320.0,50018552.14,25061485.86,20.0
5531,0.0,0.0,0.0,
5247,0.0,0.0,0.0,
5363,0.0,0.0,0.0,
4056,5895536.0,389408.86,5794419.14,0.0
5373,0.0,0.0,0.0,
1957,8550375.0,3566122.91,5329015.09,0.0
5376,0.0,0.0,0.0,
5394,1752249.0,1455367.54,647331.46,0.0
1390,876439.0,189462.0,914172.0,0.0
1484,6016488.0,3378992.0,4328378.0,0.0
5377,0.0,0.0,0.0,
4689,415763.0,425383.05,73531.95,5.0
830,114556.0,6778.0,117226.0,0.0
1637,244990.0,182488.0,127894.0,0.0
5400,0.0,0.0,0.0,
915,330690.0,0.0,357148.0,0.0
4078,1029333.0,478431.93,601235.07,0.0
5405,0.0,0.0,0.0,
1712,7832306.0,9011431.0,991359.0,0.0
1623,2138136.0,1193178.0,1519690.0,0.0
5413,0.0,0.0,0.0,
5412,0.0,0.0,0.0,
5201,0.0,0.0,0.0,
5202,0.0,0.0,0.0,
5204,0.0,0.0,0.0,
5213,0.0,0.0,0.0,
901,949696.0,0.0,1010478.0,0.0
1263,221216.0,0.0,235411.0,0.0
1232,297588.0,0.0,315378.0,0.0
1143,1479503.0,1.0,1554488.0,0.0
5482,3675096.0,4410115.0,0.0,11.0
4708,2000606.0,2134514.94,266212.06,5.0
5223,0.0,0.0,0.0,
5245,0.0,0.0,0.0,
4064,437673.0,71164.37,387910.63,0.0
5606,0.0,0.0,0.0,
4195,23855334.0,536176.59,24485683.41,0.0
4085,1445595717.0,119327947.03,1396957400.97,0.0
1985,501951.0,120603.84,405892.16,0.0
1354,29378589.0,9261510.0,28495935.0,0.0
1788,398741.0,418239.0,0.0,
1040,345661.0,0.0,363997.0,0.0
932,292500.0,100868.0,205303.0,0.0
4527,2789412.0,189805.44,3064508.56,0.0
1756,818900.0,848035.0,10909.0,0.0
4417,494232.0,460602.86,132475.14,0.0
5225,0.0,0.0,0.0,
4803,5222092.0,5886882.44,379626.56,9.0
4164,567077.0,144699.8,450107.2,0.0
1846,314085.0,131089.0,198355.0,0.0
5532,0.0,0.0,0.0,
1926,519834.0,4175.17,541078.83,0.0
5467,0.0,0.0,0.0,
4739,300945.0,361134.0,0.0,2.0
1384,1001451.0,230655.0,1051510.0,0.0
4552,1578027.0,26596.15,1814434.85,0.0
1272,12878420.0,3843486.0,12665798.0,0.0
5091,441555.0,150567.16,312579.84,0.0
1314,386628.0,91764.0,405517.0,0.0
4313,1616908.0,24349.55,1671625.45,0.0
5117,331166.0,43845.63,303514.37,0.0
5491,0.0,0.0,0.0,
5112,441555.0,127496.65,335650.35,0.0
4247,3957876.0,86503.84,4064912.16,0.0
5600,0.0,0.0,0.0,
1823,1404945.0,509309.0,964338.0,0.0
1876,3609380.0,608072.89,3177806.11,0.0
1883,15337241.0,4570520.81,11516711.19,0.0
854,209362.0,109684.0,107758.0,0.0
4484,65004213.0,70830806.32,5007441.68,19.0
5598,0.0,0.0,0.0,
4718,1117626.0,1032925.48,308225.52,9.0
1967,834372.0,23673.0,851500.0,0.0
1733,14642391.0,47905.0,15310499.0,0.0
1470,55960.0,71976.0,0.0,
4055,2977380.0,89996.0,3032978.0,0.0
4262,7649288.0,2721453.04,5301884.96,0.0
4324,653546.0,93711.64,591792.36,0.0
5256,0.0,0.0,0.0,
1510,757655.0,178606.0,795890.0,0.0
1178,125444.0,0.0,133788.0,0.0
4412,4216109.0,1940437.87,3118893.13,0.0
5478,0.0,0.0,0.0,
1395,236914.0,55887.0,244547.0,0.0
859,582459.0,0.0,623542.0,0.0
5476,0.0,0.0,0.0,
5477,0.0,0.0,0.0,
5475,0.0,0.0,0.0,
5255,0.0,0.0,0.0,
4525,20926728.0,2887359.87,21527156.13,0.0
4486,154213405.0,116302421.98,63613217.02,14.0
5497,0.0,0.0,0.0,
5265,0.0,0.0,0.0,
5498,0.0,0.0,0.0,
4299,12537792.0,928092.58,12222797.42,0.0
5594,0.0,0.0,0.0,
4399,417563447.0,374212060.82,126864075.18,0.0
5347,944522.0,110862.39,1022563.61,0.0
4770,334528.0,362138.33,39295.67,0.0
5425,786552.0,421219.85,522642.15,0.0
4346,4745358.0,2093522.43,3600906.57,0.0
1677,1423811.0,1562420.0,237184.0,0.0
5593,0.0,0.0,0.0,
4676,4110099.0,4762336.14,169782.86,4.0
4418,1946061.0,839198.0,1496076.0,0.0
4728,51969377.0,61625722.84,737529.16,14.0
4664,318580.0,56670.33,325625.67,7.0
4109,3954861.0,512693.52,3635560.48,0.0
4237,3442782.0,3137126.05,474007.95,0.0
1989,1636141.0,62403.19,1653744.81,0.0
1718,4866499.0,4653276.0,1581929.0,0.0
1731,42417425.0,13865126.38,39873509.62,0.0
1349,513501.0,116418.0,538400.0,0.0
895,166836.0,1046.0,178910.0,0.0
968,132750.0,0.0,142841.0,0.0
4446,136692.0,164030.0,0.0,
5313,0.0,0.0,0.0,
5178,1700031.0,1631852.22,151310.78,0.0
4116,29481608.0,5851530.73,25071728.27,0.0
4853,117380.0,140855.0,0.0,
4857,151503.0,181803.0,0.0,
4637,3377806.0,3702133.4,238640.6,3.0
4337,565089857.0,278361347.84,399746480.16,11.0
5483,0.0,0.0,0.0,
1723,333750.0,353551.0,61821.0,0.0
1707,1092204.0,1160558.0,231527.0,0.0
1752,445061.0,465577.0,1247.0,0.0
1382,248997.0,320260.0,0.0,
1754,1934687.0,1953643.0,75650.0,0.0
4062,533344.0,472395.0,95524.0,0.0
1735,19097335.0,10196435.0,9834760.0,0.0
1775,1396400.0,1371315.0,93369.0,0.0
1820,336456.0,52802.0,300107.0,0.0
4630,52222991.0,48860295.92,12066527.08,8.0
4497,19038269.0,15678350.21,6532963.79,3.0
5392,2336332.0,877649.96,1925765.04,0.0
4290,1412188.0,603454.04,877789.96,0.0
5344,0.0,0.0,0.0,
4849,121500.0,145800.0,0.0,
5345,0.0,0.0,0.0,
5346,0.0,0.0,0.0,
5418,1048736.0,234421.74,1024061.26,0.0
4858,3244655.0,3893586.0,0.0,
4686,331644.0,23137.53,374835.47,0.0
4717,892779.0,61899.54,1009435.46,2.0
1683,828830.0,172349.0,893692.0,0.0
4719,2043917.0,2181409.47,271290.53,2.0
5527,0.0,0.0,0.0,
4861,15728718.0,18874462.0,0.0,
1672,1326303.0,365219.0,1340672.0,0.0
4349,1821414.0,193468.98,1992228.02,0.0
1632,1511700.0,747340.0,1197009.0,0.0
1113,215244.0,0.0,227921.0,0.0
1405,735355.0,193535.0,752279.0,0.0
5320,6296810.0,3129652.2,4426518.8,1.0
1935,53010484.0,8667333.3,46935363.7,0.0
4020,89157146.0,29179130.16,64309784.84,0.0
1587,1716514.0,556349.0,1651431.0,0.0
1538,763315.0,240342.0,741434.0,0.0
1294,4664145.0,1721338.0,4277685.0,0.0
1103,0.0,0.0,0.0,
1684,2309143.0,1746393.0,1223627.0,0.0
4267,6643986.0,1288947.29,5679929.71,0.0
4272,13018385.0,5695298.97,7959685.03,0.0
4180,3698486.0,3670031.04,209310.96,0.0
4169,936869.0,110336.45,872345.55,0.0
1964,1155130.0,0.0,1211616.0,0.0
1200,600000.0,20179.0,609418.0,0.0
1216,2074746.0,132359.0,2037056.0,0.0
1956,940987.0,258150.0,728851.0,0.0
1169,461396.0,370646.0,96995.0,0.0
4555,821527.0,648903.0,309545.0,0.0
5092,441555.0,3553.0,459594.0,0.0
4793,351862.0,422234.0,0.0,2.0
5096,441555.0,425607.2,37539.8,0.0
835,64397.0,33639.0,33581.0,0.0
1049,15947618.0,571756.0,15814468.0,0.0
5097,441555.0,424004.76,39142.24,0.0
978,0.0,0.0,0.0,
5107,441555.0,448711.6,14435.4,0.0
5114,441555.0,432989.84,30157.16,0.0
833,0.0,0.0,0.0,
1824,2750146.0,1229305.0,1655323.0,0.0
1383,1739449.0,436607.0,1800672.0,0.0
4099,1888100.0,339201.0,1641227.0,0.0
4025,11217543.0,2462588.0,9303493.0,0.0
4030,38255499.0,7202864.3,32923328.7,0.0
1246,7046729.0,72386.0,7197142.0,0.0
4003,1293026.0,125113.0,1231142.0,0.0
4149,1830039.0,133877.0,1785651.0,0.0
1898,6695550.0,2068707.0,4954255.0,0.0
1613,954811.0,605898.0,622180.0,0.0
4004,1071576.0,18709.0,1105267.0,0.0
4595,19045986.0,12696042.52,9524274.48,1.0
4258,5339713.0,2337705.04,3263119.96,0.0
4715,51054809.0,58565172.54,998771.46,36.0
4040,233569.0,158629.0,86362.0,0.0
1372,1800754.0,2005486.0,310644.0,0.0
1919,955589.0,568181.0,434136.0,0.0
4367,1188123.0,1123282.34,302464.66,0.0
4537,585333.0,10294.0,672595.0,0.0
829,160096.0,1575.0,170179.0,0.0
4665,18278415.0,4707290.75,17226807.25,3.0
4204,6159655.0,4162383.35,2225128.65,0.0
4842,0.0,0.0,0.0,
5308,0.0,0.0,0.0,
4362,6703141.0,2586136.23,5457632.77,1.0
1811,1144273.0,65858.0,1134370.0,0.0
1280,1721649.0,1061701.0,1152684.0,0.0
1330,270514.0,115317.0,232618.0,0.0
4760,2028090.0,2065674.9,368033.1,8.0
4769,29437770.0,35103589.48,221734.52,16.0
904,642180.0,0.0,680344.0,0.0
4438,11864946.0,4696808.9,9493666.1,0.0
5596,0.0,0.0,0.0,
4473,138462140.0,123918887.44,37620275.56,7.0
4383,1847630.0,353421.29,1866733.71,0.0
4472,10146311.0,7438742.91,4799830.09,0.0
4530,8802169.0,1567024.65,8702172.35,0.0
5601,0.0,0.0,0.0,
5197,0.0,0.0,0.0,
4693,645955.0,775145.0,0.0,
5182,6800124.0,1207887.08,5924762.92,0.0
4231,1849647.0,909903.45,1030191.55,0.0
4031,33303150.0,8513468.66,26418205.34,0.0
4415,1038087.0,142176.71,1103526.29,0.0
1620,1596572.0,438582.0,1607048.0,0.0
5229,850016.0,1.81,891580.19,0.0
1142,12662500.0,770742.0,12292800.0,0.0
975,477947.0,154984.0,349438.0,0.0
1759,1487424.0,748191.0,811968.0,0.0
4186,1466986.0,25737.0,1512985.0,0.0
1938,696029.0,594405.0,135660.0,0.0
1929,107640.0,124.0,112780.0,0.0
1647,221756.0,123601.0,160630.0,0.0
4316,252069.0,87980.75,176414.25,0.0
1844,789626.0,34645.0,793594.0,0.0
920,733715.0,112649.0,665409.0,0.0
1887,9889783.0,1129768.0,9243656.0,0.0
4233,450169.0,0.0,472182.0,0.0
4115,1120821.0,0.0,1175629.0,0.0
1947,167808.0,2077.0,173937.0,0.0
4125,170941.0,851.0,178449.0,0.0
1260,1867949.0,491691.0,1875688.0,0.0
4735,2203681.0,2644417.0,0.0,2.0
4171,1122753.0,683521.67,494134.33,0.0
1262,1499776.0,416857.0,1494499.0,0.0
1275,975119.0,389473.0,853245.0,0.0
1331,532552.0,227760.0,449273.0,0.0
4060,154505.0,162060.0,0.0,0.0
1464,5051903.0,1829614.0,4630711.0,0.0
5436,786552.0,902405.08,41455.92,0.0
1441,734852.0,327833.0,599700.0,0.0
4394,17210733.0,4788392.01,15864486.99,0.0
4860,65524782.0,77889554.0,740185.0,3.0
914,653291.0,1410.0,698441.0,0.0
1734,11976387.0,3026040.0,9535992.0,0.0
1456,431305.0,470968.0,72631.0,0.0
4761,707933.0,849520.0,0.0,2.0
5159,1700032.0,740202.54,1042961.46,0.0
1839,700839.0,31975.0,703135.0,0.0
1649,7297770.0,3883177.0,5503215.0,0.0
1289,290087.0,67133.0,305977.0,0.0
839,32456.0,0.0,35435.0,0.0
1557,12562391.0,6389148.0,9768599.0,0.0
1298,186166.0,43799.0,195648.0,0.0
1081,0.0,0.0,0.0,
1818,48743504.0,6165006.44,44962054.56,0.0
4550,1287954.0,625325.07,877287.93,0.0
4456,34514.0,41417.0,0.0,
5243,0.0,0.0,0.0,
5528,0.0,0.0,0.0,
1485,2381785.0,952685.0,2110767.0,0.0
1555,279789.0,205526.0,154339.0,0.0
988,198465.0,0.0,212580.0,0.0
1198,6267137.0,58773.0,6485466.0,0.0
940,251959.0,0.0,271266.0,0.0
4567,53447159.0,51377225.86,10977792.14,0.0
4243,4234411.0,959611.73,3481862.27,0.0
4524,33550357.0,31158395.71,7983687.29,3.0
1552,29150792.0,29831834.0,7475103.0,0.0
1501,4175549.0,3003530.0,2274847.0,0.0
1798,6659122.0,2171512.0,4813241.0,0.0
1396,716100.0,827230.0,93818.0,0.0
5607,0.0,0.0,0.0,
1106,222414.0,0.0,236936.0,0.0
1886,177856.0,5.0,186548.0,0.0
4137,169841.0,2665.0,175481.0,0.0
4505,22357209.0,8268246.38,17815163.62,0.0
5431,0.0,0.0,0.0,
1531,73865.0,16513.0,78492.0,0.0
1596,47541.0,56476.0,4671.0,0.0
1029,84482.0,0.0,90367.0,0.0
1114,297032.0,0.0,315846.0,0.0
5543,1927846.0,2441938.0,0.0,1.0
4508,4773990.0,4235235.82,1334419.18,3.0
1968,7338737.0,3440333.03,4257267.97,0.0
5419,6292416.0,6807441.01,743457.99,3.0
5309,0.0,0.0,0.0,
4339,2999975000.0,2590233790.27,556439987.73,113.0
4273,67122596.0,30733325.72,39671565.28,0.0
925,697749.0,697749.0,0.0,0.0
1127,2590392.0,0.0,2673290.0,0.0
1073,1006536.0,14.0,1057727.0,0.0
1914,425437.0,27665.0,418576.0,0.0
5584,0.0,0.0,0.0,
5461,1837548.0,519012.0,1686045.0,1.0
1774,752281.0,247713.0,541355.0,0.0
5274,0.0,0.0,0.0,
4592,11713482.0,7185966.61,6479762.39,0.0
4079,7441168.0,170358.16,7634682.84,0.0
5503,0.0,0.0,0.0,
1003,304372.0,2718.0,319571.0,0.0
